"rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
137014150,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","65-74","White","O level/GCSE","Urban",3,NA,0.497089684009552,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Not applicable","Fairly worried","Not at all worried",NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136369080,"D (Online Security)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","55-64","White","Degree or diploma","Rural",3,NA,1.56015622615814,"D. Lack of discipline from parents","Very unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136901260,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"No","Rent it","Married/Civil Partnered","25-34","White","Apprenticeship or A/AS level","Urban",2,NA,1.41409635543823,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
136528200,"D (Online Security)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","35-44","White","O level/GCSE","Urban",3,NA,0.390448927879333,"G. Unemployment","A bit unsafe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147430330,"A (Experiences of the police)","Female","3 years but less than 5 years",NA,"Yes","Rent it","Married/Civil Partnered","25-34","White","O level/GCSE","Rural",3,NA,0.666117191314697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.950397610664368
136665350,"C (Crime prevention and security)","Male","2 years but less than 3 years",NA,"Yes","Own it outright","Married/Civil Partnered","65-74","White","Degree or diploma","Rural",3,NA,0.606643080711365,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136655110,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","55-64","Chinese or Other","Apprenticeship or A/AS level","Urban",5,NA,0.637698531150818,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
136081060,"B (Attitudes to the CJS)","Female","Less than 12 months","No","Yes","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","Degree or diploma","Urban",5,NA,0.630380570888519,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136996030,"C (Crime prevention and security)","Female","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","Apprenticeship or A/AS level","Urban",4,NA,1.28904581069946,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136940140,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Own it outright","Divorced","55-64","White","None","Urban",4,NA,0.520239055156708,NA,NA,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",NA
147398150,"C (Crime prevention and security)","Female","10 years but less than 20 years",NA,"No","Rent it","Cohabiting","35-44","White","None","Urban",1,NA,1.3311915397644,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.606875896453857,"Not a victim of crime","Very common","Very common","Very common",NA
136427300,"B (Attitudes to the CJS)","Male","Less than 12 months","No","Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",4,NA,1.36937785148621,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136842280,"D (Online Security)","Female","20 years or longer",NA,"No","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",NA,"25-34","White","Degree or diploma","Urban",1,NA,1.97772073745728,"G. Unemployment","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Not very common",NA
137122120,"D (Online Security)","Female","20 years or longer",NA,"No","Rent it","Widowed","65-74","White","O level/GCSE","Urban",2,NA,0.600167870521545,"D. Lack of discipline from parents","Very unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Fairly common","Not at all common","Not at all common",NA
136561120,"D (Online Security)","Male","3 years but less than 5 years",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","Asian or Asian British","Degree or diploma","Urban",4,NA,2.00277638435364,"D. Lack of discipline from parents","A bit unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
135304010,"A (Experiences of the police)","Female","20 years or longer","No","No","Rent it","Cohabiting","16-24","White","O level/GCSE","Urban",1,NA,1.3390679359436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",0.486859768629074
136542180,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Urban",NA,5,0.484239906072617,NA,NA,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",NA
147449030,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Rent it","Single","45-54","White","O level/GCSE","Urban",1,NA,0.587567448616028,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.502788186073303,"Not a victim of crime","Not very common","Not very common","Fairly common",NA
136949010,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Rural",NA,3,0.494996637105942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.788218855857849
136853100,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","Degree or diploma","Urban",1,NA,1.10841274261475,NA,NA,NA,NA,NA,NA,"Fairly worried","Very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147472220,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"No","Rent it","Widowed","65-74","White","None","Rural",3,NA,0.424771457910538,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136083300,"B (Attitudes to the CJS)","Female","2 years but less than 3 years","Yes","Yes","Rent it","Divorced","45-54","White","Apprenticeship or A/AS level","Urban",2,NA,0.595661461353302,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Fairly common",NA
135243140,"B (Attitudes to the CJS)","Female","3 years but less than 5 years",NA,"Yes","Own it outright","Married/Civil Partnered","35-44","Mixed","Degree or diploma","Urban",1,NA,1.15256834030151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136908130,"A (Experiences of the police)","Female","Less than 12 months","No","Yes","Rent it","Married/Civil Partnered","45-54","White","O level/GCSE","Rural",3,NA,1.01155567169189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-1.00174283981323
147618210,"A (Experiences of the police)","Female","5 years but less than 10 years",NA,"No","Rent it","Single","55-64","White","O level/GCSE","Urban",2,NA,0.524130880832672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not very common",0.710646629333496
136489010,"A (Experiences of the police)","Female","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","35-44","White","O level/GCSE","Urban",1,NA,0.278690487146378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Not very common",0.624905467033386
136352220,"B (Attitudes to the CJS)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Cohabiting","45-54","White","Degree or diploma","Urban",4,NA,1.31840896606445,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136832020,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Rent it","Single","45-54","White","Degree or diploma","Urban",3,NA,1.41193580627441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136855180,"B (Attitudes to the CJS)","Male","Less than 12 months","No","Yes","Rent it","Married/Civil Partnered","45-54","Asian or Asian British","None","Urban",1,NA,2.02633166313171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136393140,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Own it outright","Single","75+","White","None","Urban",5,NA,0.693499505519867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136947170,"A (Experiences of the police)","Male","20 years or longer",NA,"Yes","Own it outright","Single","55-64","White","Degree or diploma","Urban",NA,1,0.30422767996788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not at all common",-0.465749621391296
136409280,"D (Online Security)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",NA,1,1.13073039054871,"E. Drugs","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147329300,"B (Attitudes to the CJS)","Male","10 years but less than 20 years",NA,"No","Rent it","Single","16-24","Asian or Asian British","None","Urban",1,NA,2.38817310333252,NA,NA,NA,NA,NA,NA,"Very worried","Very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
137068060,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","O level/GCSE","Urban",1,NA,0.616966247558594,NA,NA,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147288090,"A (Experiences of the police)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Urban",1,NA,0.551387250423431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136013080,"D (Online Security)","Female","20 years or longer",NA,"Yes","Rent it","Single","55-64","White","Degree or diploma","Urban",1,NA,0.696508586406708,"A. Too lenient sentencing","Fairly safe","Fairly safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136943190,"C (Crime prevention and security)","Male","12 months but less than 2 years","Yes","No","Rent it","Married/Civil Partnered","55-64","White","Other","Urban",3,NA,0.512356758117676,NA,NA,NA,NA,"Very worried","Fairly worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.00166714948136359,"Victim of crime","Not very common","Not at all common","Not at all common",NA
136788230,"C (Crime prevention and security)","Female","12 months but less than 2 years","Yes","No","Rent it","Married/Civil Partnered","25-34","White","O level/GCSE","Rural",2,NA,0.861720979213715,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Fairly worried","Fairly worried","Fairly worried",1.21541893482208,"Not a victim of crime","Not very common","Not very common","Not very common",NA
137006110,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Rent it","Widowed","55-64","White","None","Urban",3,NA,0.585346758365631,NA,NA,NA,NA,"Fairly worried","Very worried",NA,NA,"Very worried","Fairly worried","Not very worried",1.76069498062134,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136848010,"A (Experiences of the police)","Female","2 years but less than 3 years",NA,"No","Rent it","Married/Civil Partnered","25-34","White","None","Urban",2,NA,1.26822912693024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Fairly common",0.838429391384125
136360270,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Rent it","Married/Civil Partnered","45-54","White","Degree or diploma","Urban",2,NA,1.71747636795044,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,"Not a victim of crime","Fairly common","Not at all common","Not very common",NA
147403300,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Rent it","Married/Civil Partnered","35-44","White","None","Urban",2,NA,2.60861730575562,NA,NA,NA,NA,NA,NA,"Very worried","Very worried",NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not very common",NA
